CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,S1,S2
Birmingham,Temple Beth-El,AL,US,2018-10-30,more than 1000,1000,,1000,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://www.al.com/news/2018/10/alabama-stands-with-pittsburgh-birmingham-mobile-ceremonies-call-for-love-solidarity.html,,,,,
Bloomfield Hills,Temple Beth El,MI,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://thejewishnews.com/event/congregation-beth-ahm-and-beth-el-interfaith-vigil/,,,,,
Bloomington,outside the McLean County Museum of History,IL,US,2018-10-30,nearly 100 people,100,,100,,,general protestors,against domestic violence and in support of survivors,1,rally,0,0,0,0,1,1,https://www.pantagraph.com/news/local/one-hundred-people-rally-in-support-of-domestic-violence-survivors/article_1b5b2315-da2a-5f22-a05c-3fc4b5cb556d.html,https://www.pantagraph.com/news/local/community-rallies-to-say-enough-to-domestic-violence/article_1b5b2315-da2a-5f22-a05c-3fc4b5cb556d.html,,,,
Boston,steps of Marsh Chapel,MA,US,2018-10-30,A few hundred members,200,,200,,,Boston University service workers,contract negotiations,0,rally,0,0,0,0,1,1,https://dailyfreepress.com/blog/2018/10/31/bu-service-workers-hold-final-rally-before-contract-negotiation-deadline/,,,,,
Boulder,UC-Boulder,CO,US,2018-10-30,,,,,,,Hillel and Chabad,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/CU_Hillel/status/1058457702815404032,,,,,
Burbank,steps of City Hall,CA,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/BurbankCA/status/1057050434248966144,,,,,
Cambridge,in front of City Hall,MA,US,2018-10-30,,,,,,,Cambridge Peace Commission,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/CambridgePeace/status/1056869395128090624,https://www.facebook.com/events/349924459096547/,,,,
Ceder Rapids ,Inside the Veterans Memorial Coliseum,IA,US,2018-10-30,"over 1,200 people",1200,,1200,,,Rally for Democratic candidate Hubbell,rallying for support in the upcomnig midterm ,1,rally,0,0,0,0,1,1,https://www.thegazette.com/subject/news/government/joe-biden-set-for-cedar-rapids-rally-20181025,,,,,
Chapel Hill,UNC,NC,US,2018-10-30,count pic ,5,,5,,,UNC chapter of the National Lawyers Guild,protesting right-wing publisher; protesting anti-semitism,1,protest,0,0,0,0,1,1,https://www.dailytarheel.com/article/2018/10/law-kavanaugh-1030,,,,,
Chapel Hill,Kehillah Synagogue,NC,US,2018-10-30,more than 500,500,,500,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,0,1,https://chapelboro.com/news/national/chapel-hill-interfaith-vigil-remembers-victims-of-synagogue-shooting,,,,,
Cheshire,,CT,US,2018-10-30,Some 190 aerospace workers,190,,190,,,aerospace workers,striking for increased wages,0,strike,0,0,0,0,1,1,https://www.wsws.org/en/articles/2018/10/30/wrkr-o30.html,,,ended a 3 week strike,,
Fullerton,Cal State,CA,US,2018-10-30,Twenty were part of the crowd,20,,20,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://wsoe.org/synagogue-shooting-vigil-brings-csuf-students-together/,,,,,
Greensboro,inside Temple Emanuel,NC,US,2018-10-30,count pic-hundreds,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/SelinaGuevara/status/1057785492509523968,http://www.elonnewsnetwork.com/article/2018/10/greensboro-temple,,,,
Greensboro,outside Temple Emanuel,NC,US,2018-10-30,dozens,24,,24,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,0,1,https://twitter.com/SelinaGuevara/status/1057785492509523968,http://www.elonnewsnetwork.com/article/2018/10/greensboro-temple,,held second ceremony after inside filled up,,
Grand Forks,Alerus Center,ND,US,2018-10-30,a room full of voters,,,,,,"rally for democratic candidates, led by Sen. Heidi Heitkamp",encourage early voting,1,rally,0,0,0,0,1,1,https://www.grandforksherald.com/news/government-and-politics/4521753-heitkamp-hosts-early-voting-rally-grand-forks,,,,,
Greenville,NOMA Square,SC,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/WeWetli/status/1056937412243480576,https://www.facebook.com/events/1133000616878314/,,,,
Greensboro,Temple Emanuel,NC,US,2018-10-30,"estimated 2,000 people",2000,,2000,,,Greensboro community members,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://www.greensboro.com/news/local_news/overflow-interfaith-crowd-gathers-for-greensboro-rally-in-wake-of/article_2aba7e87-be68-5e18-a155-34744afa5e01.html,,,,,
Gulfport,corner of Pass and Cowan roads,MS,US,2018-10-30,Core group of nine,9,,9,,,Bloodstained men ,Protesting infant male circumcision,0,Protest ,0,0,0,0,1,1,https://www.wlox.com/2018/10/30/bloodstained-men-protest-circumcision-gulfport/,,,1 stop on 22-day tour ,,
Havre,regional Democratic headquarters in Havre,MT,US,2018-10-30,More than 100 people,100,,100,,,high-profile Democrats,GOTV,1,rally,0,0,0,0,1,1,https://www.havredailynews.com/story/2018/10/30/local/democrats-stump-at-get-out-the-vote-rally-in-havre/521105.html,,,,,
Islip,at the Brightwaters canal,NY,US,2018-10-30,over 250,250,,250,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://bayshore.greaterlongisland.com/2018/10/31/islip-residents-host-vigil-for-victims-of-pittsburgh-shooting/,,,,,
Kingston,University of Rhode Island's Multicultural Student Services Center,RI,US,2018-10-30,about 200,200,,200,,,general protestors,against violent attack on Pittsburgh Synagogue,0,vigil,0,0,0,0,1,1,https://www.thenewstribune.com/news/local/news-columns-blogs/matt-driscoll/article220870220.html,,,,,
LaGrange,Lafayette Square,GA,US,2018-10-30,Several hundred people,200,,200,,,rally for democratic candidate Abrams,"rallying for support, to encourage early voting",1,rally,0,0,0,0,1,1,https://www.lagrangenews.com/2018/10/30/abrams-other-democratic-candidates-hold-rally-at-square/,,,,,
Los Angeles,Echo Park,CA,US,2018-10-30,,,,,,,general protestors,rallying against proposed homeless housing,0,protest,0,0,0,0,1,1,https://abc7.com/society/echo-park-residents-protest-proposed-homeless-housing/4585939/,,,,,
Madison ,University of WI - Madison ,WI,US,2018-10-30, a crowd of one thousand supporters ,1000,,1000,,,"rally for democratic candidates Baldwin, Evers",rallying for support in the upcoming election ,1,rally,0,0,0,0,1,1,https://www.jsonline.com/story/news/politics/elections/2018/10/24/joe-biden-heads-wisconsin-stump-tammy-baldwin-tony-evers/1754168002/,https://wkow.com/news/top-stories/2018/10/30/biden-calls-for-unity-rallies-democrats-in-wisconsin/,,,,
Madison,,WI,US,2018-10-30,dozens of protesters,24,,24,,,general protest,against guns in school,1,protest,0,0,0,0,1,1,https://www.channel3000.com/news/madison-school-board-meeting-ends-early-after-disruptive-protest/833044003,,,,,
Middletown,PSU-Harrisburg,MI,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/PSUHarrisburg/status/1056930405889261568,,,,,
Milwaukee,Laborers Local ,WI,US,2018-10-30,,,,,,,rally for democratic candidate Evers,rallying for support in the upcoming election ,1,rally,0,0,0,0,1,1,https://www.jsonline.com/story/news/politics/elections/2018/10/24/joe-biden-heads-wisconsin-stump-tammy-baldwin-tony-evers/1754168002/,,,,,
Mobile,outside the Ahavas Chesed synagogue,AL,US,2018-10-30,na,400,,400,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://www.al.com/news/2018/10/alabama-stands-with-pittsburgh-birmingham-mobile-ceremonies-call-for-love-solidarity.html,,,,,
Muskegon County,Muskegon County animal shelter,MI,US,2018-10-30,more than 100,100,,100,,,general protestors,protesting about euthanasia concerns at animal shelter,0,protest,0,0,0,0,1,1,https://www.mlive.com/news/muskegon/index.ssf/2018/10/euthanasia_concern_has_residen.html,,,,,
Olney,B’nai Shalom of Olney,MD,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/jaxie518/status/1057051960254361600,,,,,
Paris,,KY,US,2018-10-30,,,,,,,retired Marine fighter pilot Amy McGrath and Democratic supporters,rallying support for Democratic candidates,1,rally,,,,,1,1,https://www.wkyt.com/content/news/One-week-from-election-Ret-Lt-Col-Amy-McGrath-rallies-support-in-Bourbon-Co-499093161.html,,,,,
Philadelphia,Temple University,PA,US,2018-10-30,some 200,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/theholymic/status/1057745946296156178,,,,,
Pittsburgh,,PA,US,2018-10-30,"about 2000, second source is an unnarrated video that shows crowd, third and forth source say hundreds, fifth source says around 200 -- additional sources say more than 1000 and more than 1300",200,,2000,,,general protestors,against Trump visit; protest Trump bigotry,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/politics/2018/10/31/heres-small-protest-trump-says-he-didnt-see-pittsburgh/?utm_term=.fa46e8663988,http://www.salamancapress.com/activists-protest-trump-synagogue-visit/youtube_e7b6e451-0804-59bc-a9d7-6a8336212012.html,https://q13fox.com/2018/10/30/pittsburgh-begins-burying-its-dead-as-trump-faces-protesters-during-vistit/; https://wsvn.com/news/us-world/pittsburgh-begins-burying-its-dead-as-trump-faces-protesters/; https://thehill.com/homenews/administration/413955-hundreds-join-protest-of-trumps-visit-to-pittsburgh-organized-by; http://www.cbs8.com/story/39385272/pittsburgh-gripped-by-sadness-shadowed-by-controversy-city-awaits-trump-as-funerals-begin,additional sources: https://www.adn.com/nation-world/2018/10/30/congressional-leaders-decline-to-join-trump-in-visit-to-pittsburgh-after-massacre/; https://www.reuters.com/article/us-pennsylvania-shooting/trump-visits-pittsburgh-to-console-but-stirs-anger-among-protesters-idUSKCN1N418P; https://thehill.com/homenews/administration/413955-hundreds-join-protest-of-trumps-visit-to-pittsburgh-organized-by; https://www.nytimes.com/2018/10/30/us/funerals-synagoguge-shooting-jewish.html,,
Point Pleasant,Trinity UM Church’s community building,WV,US,2018-10-31,,,,,,,Manchin/Democratic supporters,rallying support for Democratic candidates,1,rally,0,0,0,0,1,1,https://www.mydailyregister.com/news/33856/the-race-is-on-manchin-keynotes-rally-dinner,,,,,
Richmond,Weinstein JCC,VA,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,http://www.nbc12.com/2018/10/29/richmond-jewish-community-hosts-unity-night-honor-pittsburgh-synagogue-shooting-victims/,,,,,
Salt Lake City,600 E 900th St.,UT,US,2018-10-30,,,,,,,March for Our Lives Utah,pro-gun control,1,rally,,,,,1,1,https://twitter.com/March4LivesUT/status/1052993438482804736,,,,3,
Sheboygan,GOP Headquarters,WI,US,2018-10-30,,,,,,,Trump campaign,rallying for republican candidates,2,rally,0,0,0,0,1,1,https://fox6now.com/2018/10/30/eric-trump-campaigns-for-gop-candidates-at-sheboygan-rally-americas-winning-again/,https://www.sheboyganpress.com/picture-gallery/news/local/2018/10/30/eric-trump-visits-sheboygan-gop-campaign-rally/1821949002/,,,,
Shelby County,,OH,US,2018-10-30,counted in video--about 50,50,,50,,,officials in opposition to Issue 1,rallying against Issue 1--to reduce crimes for drug possession,0,rally,0,0,0,0,1,1,https://www.wdtn.com/news/local-news/officials-rally-against-issue-1-in-shelby-county/1562593955?apt_credirect=1,,,,,
South Orange,Seton Hall University,NJ,US,2018-10-30,dozens of students,24,,24,,,SHU student protestors,demanding funding for diversity,1,protest,0,0,0,0,1,1,https://www.nj.com/education/2018/10/did_the_seton_hall_protest_work_heres_how_the_univ.html,https://www.nj.com/education/2018/10/seton_hall_students_protest_over_treatment_of_mino.html,,5 day protest,,
Staten Island,Staten Island Courthouse,NY,US,2018-10-30,,,,,,,court officers,protesting working conditions,0,protest,0,0,0,0,1,1,https://www.silive.com/news/2018/10/court-officers-protest-working-conditions-manpower-levels.html,,,,,
Titusville,University of Pittsburgh at Titusville,PA,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/PittTitusville/status/1056933180308099074,,,,,
Topeka,,KS,US,2018-10-30,about 25 people,,,,,,Bannon/GOP campaign,rallying for Republican support,2,rally,0,0,0,0,1,1,https://www.cjonline.com/news/20181030/steve-bannon-makes-personal-appeal-to-trump-base-at-small-topeka-rally,,,,,
Vallejo,Congregation B’nai Israel,CA,US,2018-10-30,more than 170 people,170,,170,,,Vallejo community members,to stand in solidarity with the Jewish community,0,vigil,0,0,0,0,1,1,https://www.timesheraldonline.com/2018/10/31/vallejo-area-rallies-around-jewish-community/,,,,,
Villanova,Villanova University; Oreo,PA,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/NovaWomenLead/status/1057096741114273792,,,,,
Washington,Washington & Jefferson College,PA,US,2018-10-30,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/washjeff_SGA/status/1057003812563664896,,,,,
Allentown,JCC of Lehigh Valley,PA,US,2018-10-31,hundreds,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/lmpasquali/status/1057771239845052417,https://twitter.com/JuliaRoseNews/status/1057787236354347008,,,,
Bridgeton,Machinists District 9 Hall,MO,US,2018-10-31,video count,200,,200,,,Missouri Democrats,get out the vote rally,1,rally,0,0,0,0,1,1,https://www.kmov.com/news/biden-to-attend-get-out-the-vote-rally-with-mccaskill/article_aa96b318-daf6-11e8-8bb4-5ff262a7bcfb.html,,,,,
Cambridge,MIT; steps of the Student Center,MA,US,2018-10-31,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/Valor1204/status/1056617998390345729,,,,,
Chicago,outside City Hall,IL,US ,2018-10-31,About 30,30,,30,,,taxi and rideshare drivers,demanding increased regulation for rideshare companies ,0,protest,0,0,0,0,,,,,,,,
Daytona Beach,Bethune-Cookman University,FL,US,2018-10-31,About 30,30,,30,,,"instructors, alumni, student",budget concerns,0,march,0,0,0,0,1,1,https://www.news-journalonline.com/news/20181031/b-cu-faculty-march-again-on-presidents-office,,,,,
Estero,Hertz Arena,FL,US,2018-10-31,,,,,,,Trump campaign,pro-Hawley; for Republican candidates,2,rally,,,,,1,1,https://www.cbsnews.com/news/trump-rally-florida-today-maga-ron-desantis-rick-scott-live-stream-updates-2018-10-31/,https://miami.cbslocal.com/2018/10/30/barack-obama-in-miami-friday-to-rally-support-free-tickets-available/,,,,
Farmville,Longwood University,VA,US,2018-10-31,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/longwoodrotunda/status/1057772972952481794,,,,,
Fort Myers,Hertz Arena,FL,US,2018-10-31,thousands,2000,,2000,,,Trump administration,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.donaldjtrump.com/rallies/,https://www.washingtonpost.com/politics/2018/11/19/president-trumps-crowd-size-estimates-increasingly-unbelievable/?noredirect=on&utm_term=.51e3c14ab10c,https://www.local10.com/news/2018/11/01/trump-campaigns-with-desantis-scott-in-fort-myers/,feat. President Trump,,
Helena,,MT,US,2018-10-31,,,,,,,MT Gov Bullock/Democratic supporters,"rallying support for Democratic candidates Tester, Williams",1,rally,0,0,0,0,1,1,https://www.usnews.com/news/best-states/montana/articles/2018-10-31/montana-governor-leads-campaign-rally-for-tester-williams,,,,,
Henderson,,LA,US,2018-10-31,groups of 10-15,10,,15,,,general protestors,protesting the Bayou Bridge Pipeline,1,protest,0,0,0,0,1,1,https://www.klfy.com/news/local/deputies-say-protesters-of-bayou-bridge-pipeline-are-leaving-litter-in-the-atchafalaya-basin/1564962375,,,,,
LaGrangeville,Arlington High School,NY,US,2018-10-31,count pic,79,,79,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/ArlingtonianNY/status/1057699987319074816,,,,,
Lexington,Board of Education auditorium,KY,US,2018-10-31,nearly 725,725,,725,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/JacquelineLEX18/status/1057778560885235712,http://www.kentuckynewera.com/news/ap/article_7f92a5ac-ddfb-11e8-aa7f-bff7ff2a0666.html#utm_campaign=blox&utm_source=twitter&utm_medium=social,,,,
Lubbock ,,TX,US,2018-10-31,approximately 600,600,,600,,,Cruz campaign,rallying support for Democratic candidate Cruz,2,rally,0,0,0,0,1,1,http://www.kcbd.com/2018/10/31/cruz-holds-final-lubbock-rally-election-day-nears/,,,,,
Mansfield,Mansfield Lahm Airport hangar,,US,2018-10-31,about 400 people,400,,400,,,Pence/GOP Campaign,GOTV rally/rallying for support of Republican OH candidates ,2,rally,0,0,0,0,1,1,https://www.mansfieldnewsjournal.com/story/news/2018/10/31/vice-president-mike-pence-get-out-vote-rally-supporters-energized/1818057002/,https://www.dispatch.com/news/20181031/mike-pence-touts-republicans-mike-dewine-jim-renacci-troy-balderson-at-mansfield-rally,https://www.wdtn.com/news/ohio/pence-rallies-for-voter-support-in-mansfield/1565033436,,,
