City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Burlington,University of Vermont,VT,US,2018-02-20,Photo: scores,40,,40,,,general protestors,Rallying beyond employee on a hunger strike,0,rally,0,0,0,0,1,1,http://www.wcax.com/content/news/Rally-held-to-support-UVM-employee-on-hunger-strike-474625913.html,,,
Cambridge,Harvard University,MA,US,2018-02-20,about 50,50,,50,,,Answer Coalition Boston,Protesting appearance by Rahm Emmanuel,0,protest,0,0,0,0,1,1,http://www.thecrimson.com/article/2018/2/21/chicago-mayor-rahm-emanuel-protest/,,,
Cary,Cary High School,NC,US,2018-02-20,between 50 and 60,50,,60,,,students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/local/education/article201162924.html,,,
Columbus,,NC,US,2018-02-20,more than 100,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.seattletimes.com/nation-world/western-nc-students-walk-out-to-protest-mass-shootings/,,,
Columbus,Ace of Cups,OH,US,2018-02-20,FB: 122,122,,122,,,Columbus Stand Up for Choice,Rallying for reproductive rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/917845008391207/,,,
Contra Costa,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
Durham,Githens Middle School,NC,US,2018-02-20,,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.heraldsun.com/article201176289.html,,,
Eugene,Federal Courthouse,OR,US,2018-02-20,,,,,,,Indivisible Eugene; Take Action Eugene; Moms Demanding Gun Sense in America ,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.eugeneweekly.com/2018/02/19/stop-gun-violence-rally-tuesday-feb-20/,,,
Fort Lauderdale,Fort Lauderdale High School,FL,US,2018-02-20,dozens,24,,24,,,Students and teachers,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/answer-sheet/wp/2018/02/20/florida-students-chanting-we-want-change-walk-out-of-schools-to-protest-gun-violence/?utm_term=.4bdae25a10b6,https://www.local10.com/news/parkland-school-shooting/student-protests-continue-in-wake-of-parkland-school-shooting,,
Frankfort,State Capitol,KY,US,2018-02-20,FB: 42,42,,42,,,general protestors,Protesting end to filmaker tax incentives,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/263075767560832/,,,
Fresno,S. Elm Ave.,CA,US,2018-02-20,FB: 7,7,,7,,,Fresno Animal Save,Protesting slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/273703143163387/,,,
Hartford,Capitol Community College,CT,US,2018-02-20,FB: 4,4,,4,,,CT Students for a Dream,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/336658630171805/,,,
Hartford,U.S. Rep. John Larson’s,CT,US,2018-02-20,,,,,,,general protestors,Push federal funding for Puerto Rico,1,protest,0,0,0,0,1,1,https://www.ctpost.com/local/article/Groups-demand-recovery-money-for-Puerto-Rico-12624968.php,,,
Hollywood,McArthur High School,FL,US,2018-02-20,,,,,,,Students and teachers,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/answer-sheet/wp/2018/02/20/florida-students-chanting-we-want-change-walk-out-of-schools-to-protest-gun-violence/?utm_term=.4bdae25a10b6,,,
Kerrville,UGRA auditorium,TX,US,2018-02-20,,,,,,,general protestors,Democratic Rally,1,rally,0,0,0,0,1,1,http://dailytimes.com/news/article_bf8e3af8-125f-11e8-a88e-670aba998285.html,,,
Kingport,Dobyns-Bennett High School,TN,US,2018-02-20,about 23,23,,23,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.timesnews.net/Education/2018/02/20/Tuesday-23-D-B-students-stage-walkout-to-protest-what-they-call-lax-safety-security,,,
Lenoir City,Lenoir City High School,TN,US,2018-02-20,about 100,100,,100,,,students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.knoxnews.com/story/news/2018/02/20/lenoir-city-high-school-students-stage-walkout-discuss-school-shootings-student-fears/355426002/,,,
Los Angeles,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
Martinez,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
Merced,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
Meriden,City Hall,CT,US,2018-02-20,dozens,24,,24,,,general protestors,Protesting planned deportation of local woman,1,protest,0,0,0,0,1,1,http://www.courant.com/breaking-news/hc-news-meriden-nelly-cumbicos-deportation-20180220-story.html,,,
Montpelier,Statehouse,VT,US,2018-02-20,,,,,,,Gunsense Vermont,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.sevendaysvt.com/OffMessage/archives/2018/02/20/at-statehouse-rally-vermont-students-join-call-for-gun-control,,,
Nashville,Old Historic Courthouse,TN,US,2018-02-20,about 70,70,,70,,,general protestors,Rallying to push for the resignation of Nashville Mayor Megan Barry amid revelations that she had an affair with a bodyguard,0,rally,0,0,0,0,1,1,https://www.newschannel5.com/news/rally-will-demand-mayor-barrys-resignation,https://www.tennessean.com/story/news/2018/02/20/resign-group-65-rally-tells-nashville-mayor-megan-barry/356192002/,,
New York,City Hall,NY,US,2018-02-20,,,,,,,general protestors,Protesting conditions in public housing,0,protest,0,0,0,0,0,1,http://www.complex.com/music/2018/02/ja-rule-participates-protest-against-nyc-public-housing-conditions,,,
New York,St. Paul's Chapel,NY,US,2018-02-20,FB: 31,31,,31,,,general protestors,Rallying for Syrian children,0,rally,0,0,0,0,0,1,https://www.facebook.com/events/324461971375805/,,,
New York,Trump Tower,NY,US,2018-02-20,FB: 23,23,,23,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/125782264903430/,,,
Orange,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
Parkland,West Boca High School,FL,US,2018-02-20,hundreds,200,,200,,,High School Students,Rally for gun control; walk out,0,protest,0,0,0,0,1,1,http://www.mypalmbeachpost.com/news/local-education/west-boca-high-students-walk-off-campus-protest-march-miles-south-parkland/TGH8rnT7Co7LazKnqF0CEK/,https://www.washingtonpost.com/news/answer-sheet/wp/2018/02/20/florida-students-chanting-we-want-change-walk-out-of-schools-to-protest-gun-violence/?utm_term=.e45874db1472,,
Pensacola,Rep. Gaetz's office,FL,US,2018-02-20,about 30,30,,30,,,Democratic Women's Club of Escambia,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.pnj.com/story/news/2018/02/20/gun-control-advocates-protest-outside-matt-gaetzs-pensacola-office/354607002/,,,
Philadelphia,City Hall,PA,US,2018-02-20,FB: 20,20,,20,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/426081491160376/,,,
Philadelphia,Liberty Bell,PA,US,2018-02-20,about 20,20,,20,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,0,1,http://www.philly.com/philly/news/walk-to-stay-home-philly-daca-trump-liberty-bell-20180220.html,,,
Portland,Sen. Wyden's office,OR,US,2018-02-20,FB: 18,18,,18,,,Indivisible Oregon,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/564862933871167/,,,
Providence,Statehouse,RI,US,2018-02-20,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.providencejournal.com/news/20180220/ri-gun-violence-protest-we-just-had-to-do-something,,,
Raleigh,Hillsborough St. to Capitol,NC,US,2018-02-20,,,,,,,general protestors; students,Protesting gun violence in the wake of school shooting,0,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/politics-government/state-politics/article200893684.html,,,
Riverside,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
Saco,Thornton Academy,ME,US,2018-02-20,many,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.centralmaine.com/2018/02/20/maine-students-joining-in-national-walkout-to-protest-florida-shootings/,,,
Salt Lake City,State Capitol,UT,US,2018-02-20,more than 300; FB: 508,300,,508,,,Utah Support Advocates for Recovery Awareness,Rallying for mental health and addiction recovery,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/210379706192499/,http://www.good4utah.com/news/local-news/rally-for-recovery-draws-hundreds-at-utah-state-capitol/983501726,https://www.ksl.com/?sid=46265571&nid=148,
San Diego,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
San Francisco,City Hall,CA,US,2018-02-20,about 40,40,,40,,,general protestors,Rallying for trans rights,1,rally,0,0,0,0,1,1,http://www.ktvu.com/news/rally-organized-for-transgender-woman-allegedly-called-freak-by-sf-city-employee,,,
San Francisco,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
San Jose,Santa Clara County Hall,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
San Juaquin,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
San Mateo,,CA,US,2018-02-20,,,,,,,general protestors,Protesting bail laws,0,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/20/bail-reform-headlines-statewide-rallies-ag-gets-behind-effort/,,,
San Rafael,Terrapin Crossroads,CA,US,2018-02-20,FB: 19,19,,19,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1971155013132661/,,,
Seattle,Bennett Federal Building,WA,US,2018-02-20,,,,,,,Seattle Indivisible ,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/207978356430822/?event_time_id=207978363097488,,,
Shaker Heights,Heights Christian Church,OH,US,2018-02-20,FB: 53,53,,53,,,God Before Guns,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1786355538094310/,,,
St. Paul,State Capitol,MN,US,2018-02-20,easily topped 200; 400,200,,400,,,MAPE,Rallying for state workers,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/313876622454165/,https://www.twincities.com/2018/02/20/gun-control-rally-at-minnesota-capitol-draws-unexpected-crowd/,,
Tacoma,Downtown,WA,US,2018-02-20,,,,,,,students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.thenewstribune.com/news/local/article201164249.html,,,
Tallahassee,,FL,US,2018-02-20,FB: 220,220,,220,,,Tallahassee SDS,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/215270815702577/,,,
Vista,1800 Thibodo Rd,CA,US,2018-02-20,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2018-02-20,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
West Deptford,Kings Highway,NJ,US,2018-02-20,FB: 5,5,,5,,,general protestors,Rallying to raise minimum wage,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/186696798766752/,,,
West Hartford,University of Saint Joseph,CT,US,2018-02-20,about 50,50,,50,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.courant.com/news/connecticut/hc-news-run-for-parkland-teacher-20180219-story.html,,,
Woodstock,Rep. Loudermilk's office,GA,US,2018-02-20,dozens,24,,24,,,Indivisible-GA,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.mdjonline.com/news/gun-control-protest-draws-dozens-to-rep-loudermilk-s-woodstock/article_b54baff6-1716-11e8-8dd3-4342b236d612.html,,,
Alameda,Alameda High School,CA,US,2018-02-21,,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.eastbaytimes.com/2018/02/21/alameda-students-parents-protest-gun-violence/,,,
Albuquerque,La Cueva High School,NM,US,2018-02-21,,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.koat.com/article/la-cueva-student-i-live-in-fear-sometimes-because-of-the-shooting/18654028,,,
Allendale,Grand Valley State University,MI,US,2018-02-21,FB: 41,41,,41,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1436256893150645/,,,
Alpena,Alpena High School,MI,US,2018-02-21,FB: 12,12,,12,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/144543716358016/,,,
Ann Arbor,Pathways to Success High School,MI,US,2018-02-21,about a dozen,12,,12,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2018/02/ann_arbor_high_school_students_4.html,,,
Arlington,,VA,US,2018-02-21,about 150 ,150,,150,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/?utm_term=.5b7ebdc1457b,,,
Atlanta,Peachtree St.,GA,US,2018-02-21,FB: 8,8,,8,,,New Sanctuary Movement of Atlanta,Protesting deportation of local couple,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/198466874233529/,,,
Atlanta,State Capitol,GA,US,2018-02-21,about 1500,1500,,1500,,,Moms Demand Action,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,http://www.latimes.com/nation/la-na-florida-shooting-rally-20180221-story.html,,,
Austin,Anderson High School,TX,US,2018-02-21,about 400,400,,400,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,http://www.mystatesman.com/news/local-education/about-500-austin-students-protest-demand-stricter-gun-control-laws/b60yVlhJytqpC8cxUZtA1I/,,,
Austin,Bailey Middle School,TX,US,2018-02-21,about 300,300,,300,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,http://www.mystatesman.com/news/local-education/about-500-austin-students-protest-demand-stricter-gun-control-laws/b60yVlhJytqpC8cxUZtA1I/,,,
Austin,Clint Small Middle School,TX,US,2018-02-21,more than 100,100,,100,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,http://www.statesman.com/news/local/student-walkout-students-call-for-stricter-gun-laws-southeast-austin-middle-school/UOf370RfgdNkeqqL0hBS5J/,,,
Austin,Dripping Springs High School,TX,US,2018-02-21,roughly 300,300,,300,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.yourbasin.com/news/texas-students-protest-gun-violence-after-florida-school-shooting/988539482,,,
Austin,Gorzycki Middle School,TX,US,2018-02-21,about 200,200,,200,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,http://www.mystatesman.com/news/local-education/about-500-austin-students-protest-demand-stricter-gun-control-laws/b60yVlhJytqpC8cxUZtA1I/,,,
Austin,O. Henry Middle School,TX,US,2018-02-21,about 250,250,,250,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,http://www.mystatesman.com/news/local-education/about-500-austin-students-protest-demand-stricter-gun-control-laws/b60yVlhJytqpC8cxUZtA1I/,,,
Bakersfield,Rep. McCarthy's office,CA,US,2018-02-21,FB: 5,5,,5,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/115230605967831/,,,
Beckley,Public Library,WV,US,2018-02-21,,,,,,,Women's March West Virginia,Rallying for Planned parenthood,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/533955393648746/,,,
Bellingham,City Hall,WA,US,2018-02-21,some 2000,2000,,2000,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.bellinghamherald.com/news/local/article201373069.html,http://www.bellinghamherald.com/news/local/article201373069.html,,
